Municipality|Ward_Name|Ward_Number|Contest|Candidate|Votes
V. Somers|Wards 5,6,9,10|5,6,9,10|Party Preference Section|Libertarian|0
V. Somers|Wards 5,6,9,10|5,6,9,10|Party Preference Section|Wisconsin Green|0
V. Somers|Wards 5,6,9,10|5,6,9,10|DEM United States Senator|Tammy Baldwin|260
V. Somers|Wards 5,6,9,10|5,6,9,10|DEM United States Senator|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|DEM Representative in Congress|Peter Barca|254
V. Somers|Wards 5,6,9,10|5,6,9,10|DEM Representative in Congress|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|DEM State Senator District 22|Robert W. Wirch|256
V. Somers|Wards 5,6,9,10|5,6,9,10|DEM State Senator District 22|Write-In|1
V. Somers|Wards 5,6,9,10|5,6,9,10|DEM Representative to the Assembly District 64|Tip McGuire|254
V. Somers|Wards 5,6,9,10|5,6,9,10|DEM Representative to the Assembly District 64|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|DEM District Attorney|Carli McNeill|247
V. Somers|Wards 5,6,9,10|5,6,9,10|DEM District Attorney|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|DEM County Clerk|Regi Waligora|242
V. Somers|Wards 5,6,9,10|5,6,9,10|DEM County Clerk|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|DEM County Treasurer|Teri Jacobson|249
V. Somers|Wards 5,6,9,10|5,6,9,10|DEM County Treasurer|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|DEM Register of Deeds|Jennifer Mack|238
V. Somers|Wards 5,6,9,10|5,6,9,10|DEM Register of Deeds|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|REP United States Senator|Eric Hovde|197
V. Somers|Wards 5,6,9,10|5,6,9,10|REP United States Senator|Charles E. Barman|19
V. Somers|Wards 5,6,9,10|5,6,9,10|REP United States Senator|Rejani Raveendran|17
V. Somers|Wards 5,6,9,10|5,6,9,10|REP United States Senator|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|REP Representative in Congress|Bryan Steil|206
V. Somers|Wards 5,6,9,10|5,6,9,10|REP Representative in Congress|Write-In|5
V. Somers|Wards 5,6,9,10|5,6,9,10|REP State Senator District 22|Write-In|5
V. Somers|Wards 5,6,9,10|5,6,9,10|REP Representative to the Assembly District 64|Ed Hibsch|186
V. Somers|Wards 5,6,9,10|5,6,9,10|REP Representative to the Assembly District 64|Write-In|2
V. Somers|Wards 5,6,9,10|5,6,9,10|REP District Attorney|Xavier Solis|175
V. Somers|Wards 5,6,9,10|5,6,9,10|REP District Attorney|Write-In|2
V. Somers|Wards 5,6,9,10|5,6,9,10|REP County Clerk|Write-In|5
V. Somers|Wards 5,6,9,10|5,6,9,10|REP County Treasurer|Write-In|4
V. Somers|Wards 5,6,9,10|5,6,9,10|REP Register of Deeds|Write-In|4
V. Somers|Wards 5,6,9,10|5,6,9,10|CON United States Senator|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|CON Representative in Congress|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|CON State Senator District 22|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|CON Representative to the Assembly District 64|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|CON District Attorney|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|CON County Clerk|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|CON County Treasurer|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|CON Register of Deeds|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|LIB United States Senator|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|LIB Representative in Congress|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|LIB State Senator District 22|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|LIB Representative to the Assembly District 64|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|LIB District Attorney|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|LIB County Clerk|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|LIB County Treasurer|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|LIB Register of Deeds|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|GRN United States Senator|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|GRN Representative in Congress|Chester Todd, Jr.|0
V. Somers|Wards 5,6,9,10|5,6,9,10|GRN Representative in Congress|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|GRN State Senator District 22|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|GRN Representative to the Assembly District 64|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|GRN District Attorney|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|GRN County Clerk|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|GRN County Treasurer|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|GRN Register of Deeds|Write-In|0
V. Somers|Wards 5,6,9,10|5,6,9,10|State Referendum - Question 1|No|304
V. Somers|Wards 5,6,9,10|5,6,9,10|State Referendum - Question 1|Yes|224
V. Somers|Wards 5,6,9,10|5,6,9,10|State Referendum - Question 2|No|309
V. Somers|Wards 5,6,9,10|5,6,9,10|State Referendum - Question 2|Yes|219
V. Somers|Wards 7,8|7,8|Party Preference Section|Democratic|121
V. Somers|Wards 7,8|7,8|Party Preference Section|Republican|87
V. Somers|Wards 7,8|7,8|Party Preference Section|Constitution|0
V. Somers|Wards 7,8|7,8|Party Preference Section|Libertarian|0
V. Somers|Wards 7,8|7,8|Party Preference Section|Wisconsin Green|0
V. Somers|Wards 7,8|7,8|DEM United States Senator|Tammy Baldwin|123
V. Somers|Wards 7,8|7,8|DEM United States Senator|Write-In|0
V. Somers|Wards 7,8|7,8|DEM Representative in Congress|Peter Barca|122
V. Somers|Wards 7,8|7,8|DEM Representative in Congress|Write-In|0
V. Somers|Wards 7,8|7,8|DEM State Senator District 22|Robert W. Wirch|121
V. Somers|Wards 7,8|7,8|DEM State Senator District 22|Write-In|0
V. Somers|Wards 7,8|7,8|DEM Representative to the Assembly District 64|Tip McGuire|120
V. Somers|Wards 7,8|7,8|DEM Representative to the Assembly District 64|Write-In|0
V. Somers|Wards 7,8|7,8|DEM District Attorney|Carli McNeill|119
V. Somers|Wards 7,8|7,8|DEM District Attorney|Write-In|0
V. Somers|Wards 7,8|7,8|DEM County Clerk|Regi Waligora|118
V. Somers|Wards 7,8|7,8|DEM County Clerk|Write-In|0
V. Somers|Wards 7,8|7,8|DEM County Treasurer|Teri Jacobson|123
V. Somers|Wards 7,8|7,8|DEM County Treasurer|Write-In|0
V. Somers|Wards 7,8|7,8|DEM Register of Deeds|Jennifer Mack|118
V. Somers|Wards 7,8|7,8|DEM Register of Deeds|Write-In|0
V. Somers|Wards 7,8|7,8|REP United States Senator|Eric Hovde|74
V. Somers|Wards 7,8|7,8|REP United States Senator|Charles E. Barman|13
V. Somers|Wards 7,8|7,8|REP United States Senator|Rejani Raveendran|8
V. Somers|Wards 7,8|7,8|REP United States Senator|Write-In|0
V. Somers|Wards 7,8|7,8|REP Representative in Congress|Bryan Steil|82
V. Somers|Wards 7,8|7,8|REP Representative in Congress|Write-In|0
V. Somers|Wards 7,8|7,8|REP State Senator District 22|Write-In|0
V. Somers|Wards 7,8|7,8|REP Representative to the Assembly District 64|Ed Hibsch|71
V. Somers|Wards 7,8|7,8|REP Representative to the Assembly District 64|Write-In|0
V. Somers|Wards 7,8|7,8|REP District Attorney|Xavier Solis|70
V. Somers|Wards 7,8|7,8|REP District Attorney|Write-In|0
V. Somers|Wards 7,8|7,8|REP County Clerk|Write-In|0
V. Somers|Wards 7,8|7,8|REP County Treasurer|Write-In|0
V. Somers|Wards 7,8|7,8|REP Register of Deeds|Write-In|0
V. Somers|Wards 7,8|7,8|CON United States Senator|Write-In|0
V. Somers|Wards 7,8|7,8|CON Representative in Congress|Write-In|0
V. Somers|Wards 7,8|7,8|CON State Senator District 22|Write-In|0
V. Somers|Wards 7,8|7,8|CON Representative to the Assembly District 64|Write-In|0
V. Somers|Wards 7,8|7,8|CON District Attorney|Write-In|0
V. Somers|Wards 7,8|7,8|CON County Clerk|Write-In|0
V. Somers|Wards 7,8|7,8|CON County Treasurer|Write-In|0
V. Somers|Wards 7,8|7,8|CON Register of Deeds|Write-In|0
V. Somers|Wards 7,8|7,8|LIB United States Senator|Write-In|0
V. Somers|Wards 7,8|7,8|LIB Representative in Congress|Write-In|0
V. Somers|Wards 7,8|7,8|LIB State Senator District 22|Write-In|0
V. Somers|Wards 7,8|7,8|LIB Representative to the Assembly District 64|Write-In|0
V. Somers|Wards 7,8|7,8|LIB District Attorney|Write-In|0
V. Somers|Wards 7,8|7,8|LIB County Clerk|Write-In|0
V. Somers|Wards 7,8|7,8|LIB County Treasurer|Write-In|0
V. Somers|Wards 7,8|7,8|LIB Register of Deeds|Write-In|0
V. Somers|Wards 7,8|7,8|GRN United States Senator|Write-In|0
V. Somers|Wards 7,8|7,8|GRN Representative in Congress|Chester Todd, Jr.|0
V. Somers|Wards 7,8|7,8|GRN Representative in Congress|Write-In|0
V. Somers|Wards 7,8|7,8|GRN State Senator District 22|Write-In|0
V. Somers|Wards 7,8|7,8|GRN Representative to the Assembly District 64|Write-In|0
V. Somers|Wards 7,8|7,8|GRN District Attorney|Write-In|0
V. Somers|Wards 7,8|7,8|GRN County Clerk|Write-In|0
V. Somers|Wards 7,8|7,8|GRN County Treasurer|Write-In|0
V. Somers|Wards 7,8|7,8|GRN Register of Deeds|Write-In|0
V. Somers|Wards 7,8|7,8|State Referendum - Question 1|No|133
V. Somers|Wards 7,8|7,8|State Referendum - Question 1|Yes|81
V. Somers|Wards 7,8|7,8|State Referendum - Question 2|No|130
V. Somers|Wards 7,8|7,8|State Referendum - Question 2|Yes|88
V. Somers|Wards 11-12|11-12|Party Preference Section|Republican|155
V. Somers|Wards 11-12|11-12|Party Preference Section|Democratic|131
V. Somers|Wards 11-12|11-12|Party Preference Section|Libertarian|1
V. Somers|Wards 11-12|11-12|Party Preference Section|Wisconsin Green|0
V. Somers|Wards 11-12|11-12|Party Preference Section|Constitution|0
V. Somers|Wards 11-12|11-12|DEM United States Senator|Tammy Baldwin|133
V. Somers|Wards 11-12|11-12|DEM United States Senator|Write-In|0
V. Somers|Wards 11-12|11-12|DEM Representative in Congress|Peter Barca|130
V. Somers|Wards 11-12|11-12|DEM Representative in Congress|Write-In|0
V. Somers|Wards 11-12|11-12|DEM State Senator District 22|Robert W. Wirch|131
V. Somers|Wards 11-12|11-12|DEM State Senator District 22|Write-In|0
V. Somers|Wards 11-12|11-12|DEM Representative to the Assembly District 64|Tip McGuire|131
V. Somers|Wards 11-12|11-12|DEM Representative to the Assembly District 64|Write-In|0
V. Somers|Wards 11-12|11-12|DEM District Attorney|Carli McNeill|128
V. Somers|Wards 11-12|11-12|DEM District Attorney|Write-In|0
V. Somers|Wards 11-12|11-12|DEM County Clerk|Regi Waligora|130
V. Somers|Wards 11-12|11-12|DEM County Clerk|Write-In|0
V. Somers|Wards 11-12|11-12|DEM County Treasurer|Teri Jacobson|129
V. Somers|Wards 11-12|11-12|DEM County Treasurer|Write-In|0
V. Somers|Wards 11-12|11-12|DEM Register of Deeds|Jennifer Mack|128
V. Somers|Wards 11-12|11-12|DEM Register of Deeds|Write-In|0
V. Somers|Wards 11-12|11-12|REP United States Senator|Eric Hovde|158
V. Somers|Wards 11-12|11-12|REP United States Senator|Rejani Raveendran|11
V. Somers|Wards 11-12|11-12|REP United States Senator|Charles E. Barman|7
V. Somers|Wards 11-12|11-12|REP United States Senator|Write-In|0
V. Somers|Wards 11-12|11-12|REP Representative in Congress|Bryan Steil|162
V. Somers|Wards 11-12|11-12|REP Representative in Congress|Write-In|0
V. Somers|Wards 11-12|11-12|REP State Senator District 22|Write-In|4
V. Somers|Wards 11-12|11-12|REP Representative to the Assembly District 64|Ed Hibsch|143
V. Somers|Wards 11-12|11-12|REP Representative to the Assembly District 64|Write-In|0
V. Somers|Wards 11-12|11-12|REP District Attorney|Xavier Solis|127
V. Somers|Wards 11-12|11-12|REP District Attorney|Write-In|0
V. Somers|Wards 11-12|11-12|REP County Clerk|Write-In|4
V. Somers|Wards 11-12|11-12|REP County Treasurer|Write-In|4
V. Somers|Wards 11-12|11-12|REP Register of Deeds|Write-In|4
V. Somers|Wards 11-12|11-12|CON United States Senator|Write-In|0
V. Somers|Wards 11-12|11-12|CON Representative in Congress|Write-In|0
V. Somers|Wards 11-12|11-12|CON State Senator District 22|Write-In|0
V. Somers|Wards 11-12|11-12|CON Representative to the Assembly District 64|Write-In|0
V. Somers|Wards 11-12|11-12|CON District Attorney|Write-In|0
V. Somers|Wards 11-12|11-12|CON County Clerk|Write-In|0
V. Somers|Wards 11-12|11-12|CON County Treasurer|Write-In|0
V. Somers|Wards 11-12|11-12|CON Register of Deeds|Write-In|0
V. Somers|Wards 11-12|11-12|LIB United States Senator|Write-In|0
V. Somers|Wards 11-12|11-12|LIB Representative in Congress|Write-In|0
V. Somers|Wards 11-12|11-12|LIB State Senator District 22|Write-In|0
V. Somers|Wards 11-12|11-12|LIB Representative to the Assembly District 64|Write-In|0
V. Somers|Wards 11-12|11-12|LIB District Attorney|Write-In|0
V. Somers|Wards 11-12|11-12|LIB County Clerk|Write-In|0
V. Somers|Wards 11-12|11-12|LIB County Treasurer|Write-In|0
V. Somers|Wards 11-12|11-12|LIB Register of Deeds|Write-In|0
V. Somers|Wards 11-12|11-12|GRN United States Senator|Write-In|0
V. Somers|Wards 11-12|11-12|GRN Representative in Congress|Chester Todd, Jr.|0
V. Somers|Wards 11-12|11-12|GRN Representative in Congress|Write-In|0
V. Somers|Wards 11-12|11-12|GRN State Senator District 22|Write-In|0
V. Somers|Wards 11-12|11-12|GRN Representative to the Assembly District 64|Write-In|0
V. Somers|Wards 11-12|11-12|GRN District Attorney|Write-In|0
V. Somers|Wards 11-12|11-12|GRN County Clerk|Write-In|0
V. Somers|Wards 11-12|11-12|GRN County Treasurer|Write-In|0
V. Somers|Wards 11-12|11-12|GRN Register of Deeds|Write-In|0
V. Somers|Wards 11-12|11-12|State Referendum - Question 1|No|165
V. Somers|Wards 11-12|11-12|State Referendum - Question 1|Yes|155
V. Somers|Wards 11-12|11-12|State Referendum - Question 2|No|164
V. Somers|Wards 11-12|11-12|State Referendum - Question 2|Yes|155
V. Somers|Wards 13|13|Party Preference Section|Democratic|0
V. Somers|Wards 13|13|Party Preference Section|Republican|0
V. Somers|Wards 13|13|Party Preference Section|Constitution|0
V. Somers|Wards 13|13|Party Preference Section|Libertarian|0
V. Somers|Wards 13|13|Party Preference Section|Wisconsin Green|0
V. Somers|Wards 13|13|DEM United States Senator|Tammy Baldwin|0
V. Somers|Wards 13|13|DEM United States Senator|Write-In|0
V. Somers|Wards 13|13|DEM Representative in Congress|Peter Barca|0
V. Somers|Wards 13|13|DEM Representative in Congress|Write-In|0
V. Somers|Wards 13|13|DEM Representative to the Assembly District 32|Michael Dhindsa|0
V. Somers|Wards 13|13|DEM Representative to the Assembly District 32|Write-In|0
V. Somers|Wards 13|13|DEM District Attorney|Carli McNeill|0
V. Somers|Wards 13|13|DEM District Attorney|Write-In|0
V. Somers|Wards 13|13|DEM County Clerk|Regi Waligora|0
V. Somers|Wards 13|13|DEM County Clerk|Write-In|0
V. Somers|Wards 13|13|DEM County Treasurer|Teri Jacobson|0
V. Somers|Wards 13|13|DEM County Treasurer|Write-In|0
V. Somers|Wards 13|13|DEM Register of Deeds|Jennifer Mack|0
V. Somers|Wards 13|13|DEM Register of Deeds|Write-In|0
V. Somers|Wards 13|13|REP United States Senator|Eric Hovde|0
V. Somers|Wards 13|13|REP United States Senator|Charles E. Barman|0
V. Somers|Wards 13|13|REP United States Senator|Rejani Raveendran|0
V. Somers|Wards 13|13|REP United States Senator|Write-In|0
V. Somers|Wards 13|13|REP Representative in Congress|Bryan Steil|0
V. Somers|Wards 13|13|REP Representative in Congress|Write-In|0
V. Somers|Wards 13|13|REP Representative to the Assembly District 32|Amanda Nedweski|0
V. Somers|Wards 13|13|REP Representative to the Assembly District 32|Write-In|0
V. Somers|Wards 13|13|REP District Attorney|Xavier Solis|0
V. Somers|Wards 13|13|REP District Attorney|Write-In|0
V. Somers|Wards 13|13|REP County Clerk|Write-In|0
V. Somers|Wards 13|13|REP County Treasurer|Write-In|0
V. Somers|Wards 13|13|REP Register of Deeds|Write-In|0
V. Somers|Wards 13|13|CON United States Senator|Write-In|0
V. Somers|Wards 13|13|CON Representative in Congress|Write-In|0
V. Somers|Wards 13|13|CON Representative to the Assembly District 32|Write-In|0
V. Somers|Wards 13|13|CON District Attorney|Write-In|0
V. Somers|Wards 13|13|CON County Clerk|Write-In|0
V. Somers|Wards 13|13|CON County Treasurer|Write-In|0
V. Somers|Wards 13|13|CON Register of Deeds|Write-In|0
V. Somers|Wards 13|13|LIB United States Senator|Write-In|0
V. Somers|Wards 13|13|LIB Representative in Congress|Write-In|0
V. Somers|Wards 13|13|LIB Representative to the Assembly District 32|Write-In|0
V. Somers|Wards 13|13|LIB District Attorney|Write-In|0
V. Somers|Wards 13|13|LIB County Clerk|Write-In|0
V. Somers|Wards 13|13|LIB County Treasurer|Write-In|0
V. Somers|Wards 13|13|LIB Register of Deeds|Write-In|0
V. Somers|Wards 13|13|GRN United States Senator|Write-In|0
V. Somers|Wards 13|13|GRN Representative in Congress|Chester Todd, Jr.|0
V. Somers|Wards 13|13|GRN Representative in Congress|Write-In|0
V. Somers|Wards 13|13|GRN Representative to the Assembly District 32|Write-In|0
V. Somers|Wards 13|13|GRN District Attorney|Write-In|0
V. Somers|Wards 13|13|GRN County Clerk|Write-In|0
V. Somers|Wards 13|13|GRN County Treasurer|Write-In|0
V. Somers|Wards 13|13|GRN Register of Deeds|Write-In|0
V. Somers|Wards 13|13|State Referendum - Question 1|Yes|0
V. Somers|Wards 13|13|State Referendum - Question 1|No|0
V. Somers|Wards 13|13|State Referendum - Question 2|Yes|0
V. Somers|Wards 13|13|State Referendum - Question 2|No|0
V. Twin Lakes|Wards 1-11|1-11|Party Preference Section|Republican|566
V. Twin Lakes|Wards 1-11|1-11|Party Preference Section|Democratic|441
V. Twin Lakes|Wards 1-11|1-11|Party Preference Section|Libertarian|2
V. Twin Lakes|Wards 1-11|1-11|Party Preference Section|Wisconsin Green|2
V. Twin Lakes|Wards 1-11|1-11|Party Preference Section|Constitution|1
V. Twin Lakes|Wards 1-11|1-11|DEM United States Senator|Tammy Baldwin|437
V. Twin Lakes|Wards 1-11|1-11|DEM United States Senator|Write-In|1
V. Twin Lakes|Wards 1-11|1-11|DEM Representative in Congress|Peter Barca|423
V. Twin Lakes|Wards 1-11|1-11|DEM Representative in Congress|Write-In|0
V. Twin Lakes|Wards 1-11|1-11|DEM Representative to the Assembly District 32|Michael Dhindsa|407
V. Twin Lakes|Wards 1-11|1-11|DEM Representative to the Assembly District 32|Write-In|0
V. Twin Lakes|Wards 1-11|1-11|DEM District Attorney|Carli McNeill|411
V. Twin Lakes|Wards 1-11|1-11|DEM District Attorney|Write-In|0
V. Twin Lakes|Wards 1-11|1-11|DEM County Clerk|Regi Waligora|406
V. Twin Lakes|Wards 1-11|1-11|DEM County Clerk|Write-In|0
V. Twin Lakes|Wards 1-11|1-11|DEM County Treasurer|Teri Jacobson|408
V. Twin Lakes|Wards 1-11|1-11|DEM County Treasurer|Write-In|1
V. Twin Lakes|Wards 1-11|1-11|DEM Register of Deeds|Jennifer Mack|400
V. Twin Lakes|Wards 1-11|1-11|DEM Register of Deeds|Write-In|1
V. Twin Lakes|Wards 1-11|1-11|REP United States Senator|Eric Hovde|487
V. Twin Lakes|Wards 1-11|1-11|REP United States Senator|Charles E. Barman|53
V. Twin Lakes|Wards 1-11|1-11|REP United States Senator|Rejani Raveendran|22
V. Twin Lakes|Wards 1-11|1-11|REP United States Senator|Write-In|1
V. Twin Lakes|Wards 1-11|1-11|REP Representative in Congress|Bryan Steil|534
V. Twin Lakes|Wards 1-11|1-11|REP Representative in Congress|Write-In|3
V. Twin Lakes|Wards 1-11|1-11|REP Representative to the Assembly District 32|Amanda Nedweski|505
V. Twin Lakes|Wards 1-11|1-11|REP Representative to the Assembly District 32|Write-In|2
V. Twin Lakes|Wards 1-11|1-11|REP District Attorney|Xavier Solis|474
V. Twin Lakes|Wards 1-11|1-11|REP District Attorney|Write-In|2
V. Twin Lakes|Wards 1-11|1-11|REP County Clerk|Write-In|11
V. Twin Lakes|Wards 1-11|1-11|REP County Treasurer|Write-In|17
V. Twin Lakes|Wards 1-11|1-11|REP Register of Deeds|Write-In|17
V. Twin Lakes|Wards 1-11|1-11|CON United States Senator|Write-In|1
V. Twin Lakes|Wards 1-11|1-11|CON Representative in Congress|Write-In|1
V. Twin Lakes|Wards 1-11|1-11|CON Representative to the Assembly District 32|Write-In|1
V. Twin Lakes|Wards 1-11|1-11|CON District Attorney|Write-In|0
V. Twin Lakes|Wards 1-11|1-11|CON County Clerk|Write-In|0
V. Twin Lakes|Wards 1-11|1-11|CON County Treasurer|Write-In|0
V. Twin Lakes|Wards 1-11|1-11|CON Register of Deeds|Write-In|0
V. Twin Lakes|Wards 1-11|1-11|LIB United States Senator|Write-In|0
V. Twin Lakes|Wards 1-11|1-11|LIB Representative in Congress|Write-In|0
V. Twin Lakes|Wards 1-11|1-11|LIB Representative to the Assembly District 32|Write-In|0
V. Twin Lakes|Wards 1-11|1-11|LIB District Attorney|Write-In|0
V. Twin Lakes|Wards 1-11|1-11|LIB County Clerk|Write-In|0
V. Twin Lakes|Wards 1-11|1-11|LIB County Treasurer|Write-In|0
V. Twin Lakes|Wards 1-11|1-11|LIB Register of Deeds|Write-In|0
V. Twin Lakes|Wards 1-11|1-11|GRN United States Senator|Write-In|0
V. Twin Lakes|Wards 1-11|1-11|GRN Representative in Congress|Chester Todd, Jr.|0
